entry,label
it emits a loud cracking noise.,Label_11
when it makes a loud cracking noise.,Label_11
there's a loud cracking sound when it occurs.,Label_11
a loud cracking noise is generated by it.,Label_11
it produces a noise that is loud and cracking.,Label_11
a loud cracking noise occurs when it happens.,Label_11
"it helps scientists asses the sound, the sound they want it loud cracking.",Label_11
computers can collect data faster for example crackling noise is are good,Label_11
"they have loud, crackling sounds similar to a campfire and are easy to hear.",Label_11
they sound like crackling sounds similar to a campfire.,Label_11
how they loud they are.,Label_11
the sounds are loud.,Label_11
the loud noise it makes.,Label_11
the crackling noises made by coral.,Label_11
they make loud noise.,Label_11
the crackling noise being made the coral.,Label_11
reefs make loud sounds.,Label_11
they can be loud.,Label_11
coral reefs have loud and cracking sounds like a campfire.,Label_11
it would tell if they are healthy or unhealthy and know their inhabitants and sounds like crackling similar to a campfire.,Label_11
coral reefs exert a loud cracking sound.,Label_11
the crackling sounds familiar to a campfire.,Label_11
"they look for the sound to be loud, crackling sounds similar to a campfire.",Label_11
to listen how loud crackling sounds of the coral reefs.,Label_11
coral reefs campfire cackling sounds.,Label_11
it allows them to assess to hear  how loud and crackling the coral reef is.,Label_11
healthy and unhealthy coral reefs produce different sounds similar to a campfire.,Label_11
crackling sounds similar.,Label_11
"they're loud, crackling sounds like a campfire..",Label_11
"they're loud, crackling sounds like a campfir",Label_11
"they're loud, crackling sounds like a campfire",Label_11
"they're loud, crackling sounds like a campfire.",Label_11
"coral makes loud, crackling sounds one might compare to a campfire.",Label_11
they are able to tell which coral reefs they might need to help based on how loud the reefs are.,Label_11
"monitoring it can produce loud, and crackling noises that sound like a campfire.",Label_11
"monitoring it can produce loud, and crackling noises.",Label_11
"monitoring it can produce loud, crackling, sounds that can sound like a campfire.",Label_11
a lots of coral reef make noises at various times of day and for different reasons.,Label_11
they have loud crackling sounds.,Label_11
it has loud crackling sounds like a campfire.,Label_11
they are loud.,Label_11
it can help the scientists know if it is unhealthy by sounding like a campfire.,Label_11
the sounds that are produced such as loud or soft crackling vary due to their health level eventually leading to being able to bring them back to life.,Label_11
it would sound loud and have various sounds like a campfire at different times.,Label_11
"coral reefs have a loud, crackling sound thats similar to a campfire.",Label_11
"coral reefs have loud, crackling sounds similar to campfires.",Label_11
the coral reefs are loud and have crackling sounds like a campfire.,Label_11
it makes noises at different times of the day,Label_11
the coral reefs creates a loud crackling sound.,Label_11
they make noises at different times of day for different reasons.,Label_11
"they make a certain sound to let scientists know, almost like a campfire.",Label_11
the sounds of the reef are loud and crackling.,Label_11
the scientist can hear loud crackling sounds.,Label_11
that are trying to protect these important ecosystems by listening to loud crackling sounds similar to a campfire.,Label_11
many types of animals live in them cause the coral reef to make camp fire noises.,Label_11
"the noise being made by the coral, for example crackling.",Label_11
it has cracking sounds similar to campfire,Label_11
"they produce loud, crackling sounds similar to a campfire caused by the loads of animals that make noises.",Label_11
"they produce loud, crackling sounds similar to a campfire.",Label_11
it can tell scientists if the coral reef is healthy or not by the amount of clicking and noises coming from the reef.,Label_11
they can hear their crackling sounds.,Label_11
it can help bring animals back to life.,Label_12
it attracts marine animals and it helps speed up their recovery.,Label_12
animals follow the sound and bring it back to life.,Label_12
It can help revive it bring more animals back.,Label_12
"With the help of new technologies, humans can work together to help protect and restore this vital underwater ecosystem.",Label_12
the recordings can protect coral reefs and they can even help them to come back to life and they can even attract marine life animals back to damaged and they can speed their recovery.,Label_12
they can recognized a reef health or unhealthy with the computer and the recordings can protect coral reefs and they can even help them to come back to life with the new technologies.,Label_12
it will help protect the reefs and bring them back to life.,Label_12
it attracts marine animals back to recover damaged reefs.,Label_12
"it helps them see how the reef is doing faster and more accurately, and help save the reef.",Label_12
if they play the recordings of the sounds of healthy reefs at the damaged once it attracts fish and speeds up the recovery process.,Label_12
scientists figured out if they play the recordings of healthy reefs at the damaged once it attracts fish and speeds up the recovery process.,Label_12
If scientist know when the coral are health and are unhealth  scientist keep the corals alive.,Label_12
they can protect them and their feeding areas.,Label_12
it tells scientists where they are feeding and when they are at risk from fishers,Label_12
it tells sciantists where they are feeding and when they are at risk from fishers,Label_12
sound recording can bring marine animals to damaged reefs.,Label_12
to protect coral reefs.,Label_12
"they can make predictions on how well a reef is doing, and even bring it back to life.",Label_12
Marine Biologists can protect coral reef.,Label_12
it can help bring them back to life.,Label_12
"with the noise of coral reefs, scientists can help bring back coral reefs.",Label_12
the sounds can help bring the reef back to life.,Label_12
it helps bring it back to life and to protect it.,Label_12
it can make it more clear which places in the reef need to be rescued.,Label_12
they have discovered that playing recordings of health reefs can actually attract marine animals back to damaged reefs and speed up recovery.,Label_12
marine animals back to damaged reefs.,Label_12
it can attract marine animals back to damaged reefs and speed up recovery.,Label_12
it can attract marine animals back to damaged reefs and speed up their recovery.,Label_12
it brings them back to life.,Label_12
monitoring a coral reef's health can determine if it is sick and can be helped and protected to save this important part of the ecosystem.,Label_12
it will help dead coral come back to life and it attracts marine animals to the corals.,Label_12
so they can save any dead reefs.,Label_12
it attracts animals and can bring life.,Label_12
"its condition for the coral reef as stated, ""sounds recordings like these won't only be used to protect coral reefs"".",Label_12
it can help bring the coral reefs  back to life.,Label_12
healthy reefs can attract marine animals back to life.,Label_12
reefs attract marine animals back to damaged reefs and speed up their recovery.,Label_12
"they have to listen closely to sounds because the sounds can show if the coral needs to be tend to, like if it needs to be looked at and see what's wrong with it.",Label_12
It can help revive it bring more animals back It scientists that its health is good.,Label_12
they can attract marine animals back to damaged reefs and speed up their recovery.,Label_12
it can bring the reef back to life.,Label_12
they can bring the reef back to life and ca n  a.,Label_12
they can bring the reef back to life and can  a.,Label_12
they can bring the reef back to life.,Label_12
they can even help bring them back to life and attract marine animals back to damaged reefs and speed up their recovery.,Label_12
the sounds attract marine animals back to damaged reefs and speed up their recovery and they can even help bring them back to life.,Label_12
playing recordings of healthy reefs can attract marine animals to damaged reefs and speed up their recovery and help bring them back to life.,Label_12
its able to bring marine life back and heal the coral,Label_12
it can help researchers find unhealthy coral reefs and help them by bringing marine life back to the damaged areas to speed up recovery.,Label_12
"it will bring humans together to help restore and protect the vital underwater ecosystem, and it helps speed up their recovery.",Label_12
the recordings of healthy reefs attract marine animals back to damaged reefs and speed up their recovery.,Label_12
marine animals back to damaged reefs and speed up their recovery,Label_12
marine animals back to damaged reefs and speed up their recovery.,Label_12
"sound recordings will be used to protect coral reefs, they can even help bring them back to life; for example, scientists plays recordings to attract animals.",Label_12
These are the sounds of a healthy coral reef.,Label_2
Sound waves are produced by robust coral reefs.,Label_2
It is an indication of a robust coral reef.,Label_2
There are specific noises that signify wellness.,Label_2
A healthy coral reef produces noises that are very similar.,Label_2
A flourishing one can be identified by specific noises.,Label_2
These are  noises produced by a healthy coral reef.,Label_2
they are emitted by well-maintained reefs.,Label_2
Reefs in good health make distinctive noises.,Label_2
It is healthy when it makes specific noises.,Label_2
The noises produced by a healthy coral reef are often very similar.,Label_2
They are among the many indicators demonstrating the reefs' healthy condition.,Label_2
A healthy one will make particular noises.,Label_2
Consistent and distinctive noises are produced by thriving reefs.,Label_2
there are certain sounds come from healthy coral reefs.,Label_2
A healthy coral reef is indicated by it.,Label_2
It's healthy if it makes specific sounds.,Label_2
One indicator that the reefs are doing well is often their presence.,Label_2
They are the sounds of a healthy coral reef.,Label_2
Robust reefs provide distinct and dependable noises.,Label_2
these are produced by healthy coral reefs.,Label_2
It is healthy if it makes specific noises.,Label_2
The sounds produced by a healthy coral reef are very similar.,Label_2
They are among the indicators indicating the reefs' good health.,Label_2
A flourishing one can often be identified by specific noises.,Label_2
they are emitted by healthy well-maintained reefs.,Label_2
Reefs in good health make distinctive different noises.,Label_2
It often ndicates the health of the coral reef.,Label_2
It is healthy when it tends to makes specific noises.,Label_2
They are among the indicators demonstrating the reefs' healthy condition.,Label_2
A healthy one will often make particular noises.,Label_2
These sound waves indicate a healthy coral reef.,Label_2
Consistent and distinctive noises are produced  by thriving reefs.,Label_2
A healthy coral reef is often indicated by it.,Label_2
It's healthy if it makes specific sounds.,Label_2
The sounds produced by a robust coral reef are very alike.,Label_2
One indicator that the reefs are doing well is their presence.,Label_2
they are the sounds of a coral reef that is healthy.,Label_2
healthy reefs produce characteristic and predictable sounds.,Label_2
healthy coral reefs produce unique sounds.,Label_2
it is a sign of a healthy coral reef.,Label_2
there is a great similarity in the sounds made by a healthy coral reef.,Label_2
they are one of the signs that show the reefs are in good health.,Label_2
healthy coral reefs make certain sounds that differentiate itself from unhealthy coral reefs.,Label_2
it has a nice sound of the reefs and their inhabitants.,Label_2
the sounds that coral reefs produce indicate the health of said reefs.,Label_2
these sounds serve an important purpose and are also signs of healthy coral reefs.,Label_2
the reefs sound that it produces off.,Label_2
it shows if it is healthy or not.,Label_2
it shows the healthiness of the coral by the sound.,Label_2
the sounds are a sign of a healthy coral reef.,Label_2
when scientist can hear sounds within the coral reef they know its in good condition.,Label_2
these are indicators of a healthy coral reef.,Label_2
these sounds are about healthy reefs.,Label_2
healthy coral reefs are full of noises.,Label_2
the sounds of the coral reef.,Label_2
the coral reefs will make certain noises based off there well-being.,Label_2
they’re signs of healthy coral reefs.,Label_2
the different noises a coral reef makes can tell a scientist if it is healthy.,Label_2
a healthy coral reef makes many sounds.,Label_2
they can tell if the coral are healthy by the sounds they make.,Label_2
the noise being made the coral.,Label_2
the noise being made by the coral show that is healthy.,Label_2
the noise being made by the coral.,Label_2
the noise being made by the coral show that it is healthy.,Label_2
coral reefs make sounds.,Label_2
the sounds are unique to the coral reef's health.,Label_2
it shows signs of healthy coral reefs.,Label_2
they're signs of healthy coral reefs.,Label_2
they are able to listen to their recordings and listen to specific traits.,Label_2
they are signs that determine the health of these coral reefs.,Label_2
this gives proof they are healthy coral reefs.,Label_2
hearing sounds given by coral reefs let machines and applications know if a coral is healthy or not.,Label_2
the different noises that both good and weak reefs give can be used as indicators of the health.,Label_2
they are signs of healthy coral reefs.,Label_2
they are signs of healthy coral reefs.,Label_2
a healthy reef will make sounds.,Label_2
if they are alive they make sound.,Label_2
if they are alive they make sound.,Label_2
it shows the reefs well being and inhabitants.,Label_2
it will identify which coral reef is healthy and which one isn't.,Label_2
it helps scientist identify which coral reefs are healthy and which are not.,Label_2
According to coral reef they're also signs of healthy corla reefs.,Label_2
"According to coral reef alliance, over 75% of reef are currently at risk, also the sound that the reefs are hearing of healthy coral reefs.",Label_2
"it can hear if the sound is clearer, and it can say if its healthy or not.",Label_2
coral making sounds is a sign of a healthy coral reef.,Label_2
the pitch that they communicate in shows the health of the reef.,Label_2
a healthy coral reef makes sounds.,Label_2
coral reefs make sounds and also the color of them.,Label_2
whatever the sound the coral reef makes it can make different sound to tell if the coral reef is doing good or not.,Label_2
it can tell if a coral reef is healthy by sounds.,Label_2
it can tell if a coral reef is healthy.,Label_2
they make certain sounds that show signs of healthy coral reefs.,Label_2
specific sounds are signs the coral reef is healthy.,Label_2
the sounds that the reefs make.,Label_2
the sounds indicate a healthy coral reef.,Label_2
the sounds a coral reef emits indicates the health of the coral reef.,Label_2
healthy coral reefs make certain sounds.,Label_2
they show signs of healthy coral reefs.,Label_2
coral reefs make noises as a sign of a healthy coral reef.,Label_2
the health that happens is called coral reefs.,Label_2
if it makes certain sounds that means the coral is healthy,Label_2
they're signs of healthy coral reefs.,Label_2
it makes noises at different times of the day which means its health.,Label_2
its signs of healthy coral reefs.,Label_2
the noise that they make mean that there health.,Label_2
they are signs of a healthy coral reef.,Label_2
by recording the sounds of th coral reef.,Label_2
by recording the sounds of the coral reef.,Label_2
a healthy coral reef has many sounds.,Label_2
the reef sounds indicate a healthy coral reef.,Label_2
healthy coral reefs have sound.,Label_2
if the coral is healthy it will make certain sounds.,Label_2
the noise being made by the coral.,Label_2
the noises being made by the coral.,Label_2
it is a signs of healthy coral reef.,Label_2
healthy coral reefs make lots of different sounds.,Label_2
these are signs of healthy coral reefs That find food and attract mates and communicate.,Label_2
these are signs of healthy coral reefs.,Label_2
healthy coral reefs give off certain sounds.,Label_2
it can tell if animals are living in them.,Label_3
coral reefs of all the creatures living on and in it.,Label_3
coral reef of all the creatures living on and in it.,Label_3
coral reef and all the creatures living in and out of it.,Label_3
animals in and on top of the coral reef.,Label_3
all the creatures living on and in it.,Label_3
all the creatures living on and in it,Label_3
all the creatures living on and in it,Label_3
all the creatures living on and in it,Label_3
They study the fish.,Label_3
they show that there are animals in the reef.,Label_3
they indicate the presence of animals living there.,Label_3
there are living creatures inside of it,Label_3
the different fish living in it.,Label_3
the coral reef holds all the creatures living on and in it.,Label_3
the coral reef has creatures living on it and inside it.,Label_3
the coral reef has creatures living on and inside it.,Label_3
meaning there are animals living in it.,Label_3
many types of animals live in them.,Label_3
it tells them if anything lives there,Label_3
it shows them that there are lots of animals.,Label_3
it highlights the amount of life there is.,Label_3
creatures living on and in it.,Label_3
Coral reefs house millions of marine species.,Label_3
all the living creatures living in and on it.,Label_3
all the creatures living on and in it.,Label_3
all the creatures living on and in it,Label_3
all the creatures living in it.,Label_3
there are lots of living creatures inside of it,Label_3
there ar different fish living in it.,Label_3
the coral reef holds millions of creatures living on and in it.,Label_3
the coral reef has lots creatures living on it and inside it.,Label_3
the reef has creatures living on and inside it.,Label_3
meaning there are animals living in the coral reef.,Label_3
many types of animals live in there.,Label_3
they know if anything lives there.,Label_3
it shows them that there are tons of animals living on the reef.,Label_3
it highlights the amount of animal life there is on the reef.,Label_3
creatures are living on and in it.,Label_3
Coral reefs house millions of marine species .,Label_3
all the living creatures living in and on it .,Label_3
all the cratures living on and in it.,Label_3
all the animals are living on and in it,Label_3
all the creature living in it.,Label_3
it sounds quiet.,Label_5
"depending on if the reef's sound is quieter, scientists can tell if it's healthy or not.",Label_5
some are quiet.,Label_5
if sound eerie and quiet.,Label_5
some reefs will sound quiet.,Label_5
it may sound quiet.,Label_5
the coral can be quiet.,Label_5
quieter sounds might be what they hear.,Label_5
there may be no sounds at all.,Label_5
some reefs will sound eerie.,Label_5
the reef could be eerie.,Label_5
it may sound eeerie.,Label_5
the coral can be erie.,Label_5
there may be erie sound at all.,Label_5
if they are are eerie.,Label_5
some reefs will sound spooky.,Label_5
the reef could be spooky.,Label_5
the coral can be spooky.,Label_5
spooky and not a lot of sound might be what they hear.,Label_5
there may be not a lot of sound at all.,Label_5
if they are spooky and quiet.,Label_5
"the reef could be eerie and quiet,",Label_5
it may sound eeerie and noiseless.,Label_5
the coral can be erie and really quiet.,Label_5
spooky and quiet sounds might be what they hear.,Label_5
if they are quiet and spooky.,Label_5
"some reefs will sound spooky and eerie,",Label_5
the reef could be spooky and silent.,Label_5
it may sound spooky and really quiet.,Label_5
spooky and lack of sound might be what they hear.,Label_5
there may be a lack of sound.,Label_5
if they really quiet.,Label_5
"they hear sounds that could be eerie and quiet,",Label_5
they can be erie and really quiet.,Label_5
there are quiet sounds might be what they hear.,Label_5
there could be completely silent.,Label_5
they hear quiet and spooky sounds.,Label_5
they hear a reef could be spooky and silent.,Label_5
they hear sounds spooky and really quiet.,Label_5
if they hear coral can be spooky and have no sounds,Label_5
if they hear spooky and lack of sound might be what they hear.,Label_5
the reefs can be really quiet.,Label_5
it can tells them if anything lives there if there are noises.,Label_6
"You can hear the sounds that animals make to communicate: clicks, pops, whoops, growls, and croaks. These sounds are used by underwater animals to communicate with one another and to find food. They also play important roles for marine animals, which use sound to attract mates and find food.",Label_6
"You can hear the sounds that animals make to communicate: clicks, pops, whoops, growls, and croaks ;",Label_6
"you can hear pops, clicks, whoops, growls, and croaks that animals use to communicate",Label_6
"Yes, in coral reefs, marine animals such as parrotfish, angelfish, and groupers use sounds to communicate and find food.",Label_6
"Yes, in coral reefs, marine animals such as parrotfish, angelfish, and groupers use sounds to communicate and find food",Label_6
underwater animals use sounds to communicate with each other,Label_6
to better understand them and listen to all the animals that make nosies.,Label_6
those sounds serve as an important purpose.,Label_6
they're signs sea animals are communicating.,Label_6
they'll understand if marine animals are using the coral reef.,Label_6
they use these sounds to help attract mates and communicate.,Label_6
they use them to find food and attract mates.,Label_6
they use sound to communicate.,Label_6
"they use sound to attract mates, find food, and communicate.",Label_6
"they serve as communication, to find food and to attract mates.",Label_6
"they serve an important purpose and it helps marine animals find food,communicate and attract mates.",Label_6
they serve an important purpose,Label_6
"They provide hints to scientists about the ways in which animals seek food, communicate, and locate partners.",Label_6
"They provide hints to scientists about how animals communicate, locate food, and draw in partners.",Label_6
they make popping sounds.,Label_6
"They help aquatic life locate food, get new partners, and communicate.",Label_6
"They help aquatic life locate food, entice  partners, and communicate.",Label_6
"They help aquatic creatures communicate, locate food, and draw partners.",Label_6
"they hear sounds of pops,clicks,whoops,growls and croaks.",Label_6
they give scientists clues about how animals communicate find food and attract mates.,Label_6
they communicate through sounds so they need to know what they're saying so they can better protect the reefs.,Label_6
they can see how much the animals are eating.,Label_6
"they can hear the pops, clicks, whoops, growls, and croaks and it's serve an important purpose for marine to find food.",Label_6
"they can hear pops, clicks, whoops, growls, and croaks.",Label_6
"They are used by marine creatures for things like communication, food acquisition, and courtship.",Label_6
they are used by marine animals to find food,Label_6
They are used as signals by marine life.,Label_6
they are sounds that indicate if the reef has life.,Label_6
They are signals used by aquatic creatures.,Label_6
these sounds serve an important purpose.,Label_6
these sounds serve an important purpose.,Label_6
"these sounds serve an important purpose,marine animals use them to find food,attract mates, and communicate.",Label_6
These noises have a very useful function.,Label_6
"the use them to find food, attract mates, and communicate.",Label_6
the sounds show how many animals are in the reef.,Label_6
"the sounds serve as a way for coral reefs to find food, attract mates, and communicate.",Label_6
the sounds serve an important purpose.,Label_6
"the sounds serve an important purpose even though it helps marine animals find food, attract mates, and communicate.",Label_6
"the sounds serve an important purpose because it helps marine animals find food, attract mates, and communicate.",Label_6
"the sounds serve a purpose to many animal lives within the water to help find food, communicate, or attract mates.",Label_6
"the sound the coral reef make is used to find food and attract mates, and communicate.",Label_6
"the sound can help the marine animals use them to find food, attract mates, and communicate.",Label_6
the reefs make sounds to help marine animals find food and  attract mates.,Label_6
the presents or absents of noises made by various fishes and other creatures.idk,Label_6
the presents or absents of noises made by various fishes and other creatures.,Label_6
"the pop, clicks, whoops , growls and croaks.",Label_6
"the noises could be whoops, growls, clicks, pops, and croaks.",Label_6
"the coral reef makes sounds such as, pops, clicks, whoops, and growls.",Label_6
the communication of the marine animals is shown.,Label_6
"the animals yous the reef to find food, attract mates, and communicate.",Label_6
"that's the way marine animals  get food, talk to each other, and attract others.",Label_6
"species utilize noises to communicate and locate food, including marine species.",Label_6
reefs make sounds to let others know how they are doing.,Label_6
"Pops, clicks, whoops, growls, and croaks are audible.",Label_6
most of the creatures living in it making different noises.,Label_6
"marine life use these to find food,mates and commuincate",Label_6
"Marine life benefits from coral reefs because they facilitate communication, mating attraction, and food acquisition.",Label_6
"marine animals use them to find food, attract mates,and communicate.",Label_6
"marine animals use them to find food, attract mates, and communicate.",Label_6
"marine animals use them to find food, attract mates, and communicate.",Label_6
"marine animals use them to find food, attract mates, and communicate.",Label_6
"marine animals use them to find food, attract mates, and communicate.",Label_6
"marine animals use them to find food, attract mates, and communicate.",Label_6
"marine animals use them to find food, attract mates, and communicate.",Label_6
"marine animals use them to find food, attract mates, and communicate.",Label_6
marine animals use them to find food and attract mates.,Label_6
marine animals use them to find food and attract mates so it is very crucial and important to animals.,Label_6
marine animals use them as signals.,Label_6
marine animals use the m as signals.,Label_6
"marine animals can use them to find food, attract mates, and communicate.",Label_6
marine animal use the sounds to communicate and attract mates.,Label_6
"Many aquatic animals use the noises to communicate, locate food, and attract potential mates.",Label_6
"its easy to detect their issues, it also helps them communicate, and attract mates.",Label_6
"it shows marine animals to find food,attract mates, and communicate.",Label_6
"it shows how animals use the sounds to find food, attract mates, and communicate.",Label_6
it mating call and calling for food.,Label_6
"it helps them find food, how to attract mates, and communicate.",Label_6
"it helps the marine animals find food, attract mates and communicate.",Label_6
"it helps marine animals find food, attract mates, and communicate.",Label_6
it has a ton of sound that many different animals showing that animals live in it.,Label_6
it has a ton of sound from many different animals that live in it.,Label_6
it can help understand health of coral reefs and how animals can find food and attract mates.,Label_6
it can help monitor and protect the sea and help marine animals find food and communicate.,Label_6
"it can help marine animals find food,attract mates, and communicate.",Label_6
"it can help marine animals communicate, find mates, and find food.",Label_6
it also helps to find food and attract mates.,Label_6
"it aids them to find food, attract mates, and communicate.",Label_6
"If you have the appropriate gear, you can hear pops, clicks, whoops, growls, and croaks beneath the surface of the water.",Label_6
"healthy ocean ecosystems are important for marine animals especially with helping them to find food, attract mates, and communicate.",Label_6
"For many animals living in water, the noises are useful for attracting mates, finding food, and communicating.",Label_6
"Find food, attract mates, and communicate are all aided by it.",Label_6
"coral reefs serve marine animals, as it helps them find food, attract mates, and communicate.",Label_6
"Below the ocean's surface, if you have the right equipment, you can hear pops, clicks, whoops, growls, and croaks.",Label_6
"Animals, including marine life, utilize noises to communicate and locate food.",Label_6
animals use them to find food,Label_6
animals use them to find food,Label_6
animals use sounds to find food.,Label_6
animals use sounds like pops and clicks to communicate,Label_6
all of the creatures living in it.,Label_6
all living creatures on and in it.,Label_6
all different animals make different noises witch means that there are lots of animals there  .,Label_6
creatures are their and living on it and hear the noises that they are making.,Label_6
creatures are their and living on it and hear the noises that they are making,Label_6
creatures are their and living on it and hear the noises that they are makin,Label_6
the sounds mark that there are animals living in that reef.,Label_6
they're full of lots of animals that make different types of noises at different times of the day.,Label_6
the sounds help point out the number of animals currently living in the reef at all times.,Label_6
the sounds are animals that live in the reef.,Label_6
meaning there are animals living in it because of the noise.,Label_6
it filled with a lot of animals that make sounds.,Label_6
it filled with a lot of animals that make sounds,Label_6
by hearing the sounds that the animals make.,Label_6
because they are able to hear them to see if some animals are alive.,Label_6
a lot of animals make a lot of noise.,Label_6
it can help to detect where the coral reef is having trouble.,Label_7
the sounds of a coral reef can help scientists monitor its health,Label_7
they can help scientists know how healthy or unhealthy a coral reef is,Label_7
It assists in determining the health of the coral reefs.,Label_7
It aids scientists in determining the health of the reefs.,Label_7
Scientists can evaluate the condition of the reefs and its inhabitants by listening to the sounds produced by the reef.,Label_7
They are the most reliable indicator of the ocean's health.,Label_7
They are able to determine the present state of health and pace of deterioration by the sound type.,Label_7
they can help scientist assess the well-being of the reefs and their inhabitants,Label_7
sounds can help scientists to monitor the health and wellbeing of the coral reefs,Label_7
Scientists can assess the health of a coral reef by listening to its noises.,Label_7
It helps assess how healthy the coral reefs are.,Label_7
It helps scientists assess how healthy the reefs are.,Label_7
"By listening to the noises that the reef produces, scientists can assess the health of the reefs",Label_7
They are the most trustworthy gauge of the condition of the ocean.,Label_7
"Based on the type of sound, they can ascertain the current health status and rate of decline.",Label_7
They can aid scientists in evaluating the reefs health,Label_7
Scientists can assess a coral reef's health by listening to its noises.,Label_7
The se noises can assist scientists in determining the overall health or bad state of a coral reef.,Label_7
It helps scientists assess the condition of the reefs.,Label_7
"By examining the noises generated by the reef, scientists can assess the health of the ecosystem and its inhabitants.",Label_7
They provide the best gauge of the condition of the ocean.,Label_7
"By listening to the noises made by a reef, they may ascertain its health.",Label_7
Researchers can track the health of a coral reef by listening to its noises.,Label_7
These noises aid scientists in determining the disease state of a coral reef.,Label_7
It helps evaluate the coral reefs' state of health.,Label_7
It facilitates scientific assessment of reef health.,Label_7
The health of the ocean can be best determined by them.,Label_7
"By listening to its sounds, they may ascertain if a reef is healthy or not.",Label_7
"By analyzing the sort of sound, they can ascertain the current condition and rate of degradation.",Label_7
Scientists can track a coral reef's health by listening to its noises.,Label_7
It helps assess coral reef health.,Label_7
It helps scientists assess how well the reefs are doing.,Label_7
"By listening to the noises that the reef produces, scientists can assess the health of the reefs ",Label_7
They are the most trustworthy measure of the condition of the ocean.,Label_7
"By using the sound type, they can ascertain the current health status and rate of decline.",Label_7
it lets them know if they're healthy or not.,Label_7
they need to see how healthy they are.,Label_7
they give the scientist signs of there health by making the noise.,Label_7
it helps identify reef health with a good rate of accuracy.,Label_7
"it helps to identify the reefs health, using high rate of accuracy.",Label_7
the sound they make helps them know if they are healthy or nat.,Label_7
it helps scientists assess the well-being of the coral reefs by hearing the noises the reefs make.,Label_7
scientists listen to the sounds that the coral make to determine the corals health.,Label_7
right now they are listening to auto records of these underwater sounds help scientists.,Label_7
right now they are listening to auto records of these underwater sounds help scientists,Label_7
depending on the sound they can figure out if its heathy or unhealthy.,Label_7
It helps scientists assess the well-being of the reefs and their inhabitants.,Label_7
It helps scientists assess the well-being of the reefs and their inhabitants,Label_7
it shows if the reef is healthy or not healthy.,Label_7
they are able to more accurately recognize whether a coral reef is healthy or not.,Label_7
"healthy and unhealthy coral reefs can produce many different sounds, which help scientists assess the well being of the reefs and their inhabitants stating in the paragraph of listening for Health.",Label_7
it helps scientists asses the well-beings of the reefs.,Label_7
it helps scientists asses the well-beings of the reefs and their inhabitants.,Label_7
hearing the audio recordings help scientists estimate reefs and their inhabitants,Label_7
the sounds help scientists assist the well-being of reefs in their in habitats.,Label_7
the sounds help scientists assist the well-being of reefs in their inhabitats,Label_7
the scientists can know the well-being of the reef help  re-inhabit the reef.,Label_7
They can listen to if a reef is healthy or unhealthy.,Label_7
it helps scientists find the well-being of the reefs and their habitats.,Label_7
it tells them if the coral reef is healthy or unhealthy.,Label_7
it helps scientists find the well-being of the reefs.,Label_7
they can give scientists a look on how they can improve the health of the coral reefs.,Label_7
"the sounds help scientists assess the well being of the reefs and their inhabitants said on ""Listening for Health"" Paragraph.",Label_7
the sounds help scientists evaluate the health of the reefs and their inhabitants.,Label_7
it can tell them faster and accurately how the reef is doing.,Label_7
it will help them figure out if there are any diseases and it shows them if the coral is healthy or not.,Label_7
the sounds allow them to know if it is messed so they can heal it.,Label_7
the sounds help by alowing them to know if its messed up.,Label_7
it helps scientists when it comes to assessing the reefs well-being and inhabitants,Label_7
it helps scientists when it comes to assessing the reefs well-being and inhabitants.,Label_7
it helps scientist assess the well being of the reefs.,Label_7
it helps scientist assess the well being of the reefs and their inhabitants.,Label_7
it produces health which can help determine the state it is in.,Label_7
"it helps them tell more accurately, how the reef is doing.",Label_7
"the sounds produced by a coral reef are possible indicators of damage, in turn allowing the scientists to know if they should make an attempt to fix it.",Label_7
the sound from coral reefs determine if they are healthy or not.,Label_7
it helps assess the well-being of the reefs and their inhabitants.,Label_7
"based on how the coral reefs sound, scientists can determine if it is  healthy or not.",Label_7
the way it sounds helps the scientists check their health.,Label_7
it allows them to see how the coral reef is doing without going in the ocean.,Label_7
depending on its sound it makes demonstrates if it healthy or unhealthy.,Label_7
it lets them know if hes either healthy or unhealthy.,Label_7
the sound they make tells if they are healthy or not.,Label_7
the sounds of the coral reef indicate how healthy or unhealthy it is.,Label_7
the sounds it makes can let the scientists know if it's healthy or not.,Label_7
it helps them better understand the health of coral reefs.,Label_7
it allows scientists to have a clear understanding of the environment,Label_7
"depending  on how it sounds, scientists will know if the coral reef is healthy or not.",Label_7
these underwater sounds can help determine whether or not the reef and its inhabitants are healthy or not.,Label_7
it helps them understand the health of coral reefs this helps scientists know what to do to make the environment better.,Label_7
listening to audio recordings of these underwater sounds help scientists assess the well-being of the reefs and their inhabitans.,Label_7
it help scientist asses the reefs and there inhabitants  for the well-being of the animals.,Label_7
it help scientist asses the reefs and there inhabitants.,Label_7
it helps monitor the coral reefs health by its high rate of accuracy.,Label_7
they can tell whether a reef is healthy or not.,Label_7
it lets scientists figure out how to save the reef,Label_7
it lets scientists figure out how to save the reef.,Label_7
they let scientists know the reef is healthy.,Label_7
it helps determine if the coral reefs are healthy or unhealthy.,Label_7
it helps scientists know how healthy the reefs are.,Label_7
the noise emanating from the reef helps scientists assess the state of the reefs and their inhabitants.,Label_7
they are the best way to tell the health of the ocean.,Label_7
they can tell through the sound type the current health and rate of degradation.,Label_7
they can scan massive amounts of recordings to identify healthy and unhealthy reefs.,Label_7
